title,serial
"Need for Speed - Most Wanted (Europe) (En,Fr,De,Es,It,Nl,Sv)",SLES-53559
"Need for Speed - Most Wanted (Europe) (En,Fr,De,Nl,Sv,Da,Fi,Pl)",SLES-53558
"Need for Speed - Most Wanted (Europe, Australia)",SLES-53557
Need for Speed - Most Wanted (Japan),SLPM-66232
Need for Speed - Most Wanted (Japan),SLPM-66562
Need for Speed - Most Wanted (Korea),SLKA-25334
Need for Speed - Most Wanted (USA) (Demo),SLUS-29155
Need for Speed - Most Wanted (USA) (v1.01),SLUS-21267
"Need for Speed - ProStreet (Europe) (En,Nl,Sv,Da,Fi,Pl,Cs,Hu)",SLES-55005
"Need for Speed - ProStreet (Europe) (Es,It)",SLES-55004
"Need for Speed - ProStreet (Europe) (Fr,De)",SLES-55003
"Need for Speed - ProStreet (Europe, Australia)",SLES-55002
Need for Speed - ProStreet (Japan),SLPM-55151
Need for Speed - ProStreet (Russia),SLES-55006
Need for Speed - ProStreet (USA),SLUS-21658
Need for Speed - ProStreet (USA) (Beta) (2007-10-04),SLUS-21658
"Need for Speed - Undercover (Europe) (En,Nl,Pl,Ru,Cs,Hu)",SLES-55353
"Need for Speed - Undercover (Europe) (Es,It)",SLES-55351
"Need for Speed - Undercover (Europe) (Fr,De)",SLES-55350
"Need for Speed - Undercover (Europe, Australia)",SLES-55349
Need for Speed - Undercover (Japan),SLPM-55127
Need for Speed - Undercover (Korea),SLKA-25446
"Need for Speed - Undercover (USA) (En,Fr,Es)",SLUS-21801
Need for Speed - Underground (Europe) (Demo),SLED-51975
"Need for Speed - Underground (Europe) (En,Fr,De,Es,It,Nl,Sv)",SLES-51967
Need for Speed - Underground (Japan),SLPM-65471
Need for Speed - Underground (Korea),SLKA-25136
Need for Speed - Underground (Korea),SLKA-25192
Need for Speed - Underground (Korea) (Cheheompan),SLKA-90503
Need for Speed - Underground (USA),SLUS-20811
Need for Speed - Underground (USA) (Demo),SLUS-29073
Need for Speed - Underground 2 - SHA_DO (Japan),SLPM-66051
Need for Speed - Underground 2 - SHA_DO (Japan),SLPM-66960
Need for Speed - Underground 2 (Europe) (Demo),SLED-52736
"Need for Speed - Underground 2 (Europe) (En,Fr,De,Es,It,Nl,Sv,Da) (v1.01)",SLES-52725
"Need for Speed - Underground 2 (Europe) (En,Fr,De,Es,It,Nl,Sv,Da) (v2.00)",SLES-52725
Need for Speed - Underground 2 (Japan),SLPM-65766
Need for Speed - Underground 2 (Japan) (Taikenban),SLPM-60250
"Need for Speed - Underground 2 (Korea) (En,Ko)",SLKA-25241
Need for Speed - Underground 2 (USA),SLUS-21065
Need for Speed - Underground 2 (USA) (Demo),SLUS-29118
Need for Speed - Underground J (Japan),SLPM-65614
Negima! 3-jikanme - Koi to Mahou to Sekaiju Densetsu! (Japan) (Engeki-ban),SLPM-66592
Negima! 3-jikanme - Koi to Mahou to Sekaiju Densetsu! (Japan) (Live-ban),SLPM-66593
Negima! Dream Tactic - Yume Miru Otome wa Princess (Japan) (Diva-ban),SLPM-66705
Negima! Dream Tactic - Yume Miru Otome wa Princess (Japan) (Prima-ban),SLPM-66704
Neo Angelique - Full Voice (Japan),SLPM-66955
Neo Angelique - Full Voice (Japan),SLPM-66956
Neo Angelique (Japan),SLPM-66340
Neo Angelique (Japan),SLPM-66758
Neo Angelique (Japan) (Premium Box),SLPM-66339
Neo Atlas III (Japan) (v1.00),SLPS-25016
Neo Atlas III (Japan) (v2.00),SLPS-25176
"Neo Contra (Europe) (En,Fr,De)",SLES-52510
Neo Contra (Japan),SLPM-65752
Neo Contra (Korea),SLKA-25227
Neo Contra (USA),SLUS-20961
NeoGeo Battle Coliseum (Europe) (Beta) (2006-09-15),SLES-54395
"NeoGeo Battle Coliseum (Europe, Australia)",SLES-54395
NeoGeo Battle Coliseum (Japan),SLPS-25737
NeoGeo Battle Coliseum (USA),SLUS-21708
NeoGeo Online Collection Vol. 1 - Garou - Mark of the Wolves (Japan),SLPS-25509
NeoGeo Online Collection Vol. 1 - Garou - Mark of the Wolves (Japan),SLPS-25793
"NeoGeo Online Collection Vol. 10 - The King of Fighters '98 - Ultimate Match (Japan, Korea) (En,Ja,Es,Pt)",SLPS-25935
"NeoGeo Online Collection Vol. 10 - The King of Fighters '98 - Ultimate Match (Japan, Korea) (En,Ja,Es,Pt)",SLPS-25976
NeoGeo Online Collection Vol. 11 - Sunsoft Collection (Japan),SLPS-25936
NeoGeo Online Collection Vol. 12 - Samurai Spirits - Rokuban Shoubu (Japan),SLPS-25839
NeoGeo Online Collection Vol. 12 - Samurai Spirits - Rokuban Shoubu (Japan),SLPS-25934
"NeoGeo Online Collection Vol. 2 - Bakumatsu Roman - Gekka no Kenshi 1, 2 (Japan) (En,Ja,Es,Pt)",SLPS-25503
"NeoGeo Online Collection Vol. 2 - Bakumatsu Roman - Gekka no Kenshi 1, 2 (Japan) (En,Ja,Es,Pt)",SLPS-25792
"NeoGeo Online Collection Vol. 2 - Bakumatsu Roman - Gekka no Kenshi 1, 2 (Japan) (En,Ja,Es,Pt)",SLPS-25971
"NeoGeo Online Collection Vol. 3 - The King of Fighters - Orochi (Japan) (En,Ja,Es,Pt)",SLPS-25605
"NeoGeo Online Collection Vol. 3 - The King of Fighters - Orochi (Japan) (En,Ja,Es,Pt)",SLPS-25972
"NeoGeo Online Collection Vol. 3 - The King of Fighters - Orochi (Japan) (En,Ja,Es,Pt) (Tokubetsu Genteiban - Nichirin Version)",SLPS-25535
NeoGeo Online Collection Vol. 4 - Ryuuko no Ken - Ten Chi Jin (Japan),SLPS-25610
NeoGeo Online Collection Vol. 5 - Garou Densetsu Battle Archives 1 (Japan),SLPS-25664
NeoGeo Online Collection Vol. 6 - Garou Densetsu Battle Archives 2 (Japan),SLPS-25864
"NeoGeo Online Collection Vol. 7 - The King of Fighters - Nests (Japan) (En,Ja,Es,Pt)",SLPS-25661
"NeoGeo Online Collection Vol. 7 - The King of Fighters - Nests (Japan) (En,Ja,Es,Pt)",SLPS-25865
"NeoGeo Online Collection Vol. 7 - The King of Fighters - Nests (Japan) (En,Ja,Es,Pt)",SLPS-25973
"NeoGeo Online Collection Vol. 8 - Fuuun Super Combo (Japan) (En,Ja,Es,Pt)",SLPS-25781
"NeoGeo Online Collection Vol. 8 - Fuuun Super Combo (Japan) (En,Ja,Es,Pt)",SLPS-25866
"NeoGeo Online Collection Vol. 8 - Fuuun Super Combo (Japan) (En,Ja,Es,Pt)",SLPS-25974
NeoGeo Online Collection Vol. 9 - World Heroes Gorgeous (Japan),SLPS-25975
Neopets - The Darkest Faerie (USA),SCUS-97367
Neopets - The Darkest Faerie (USA) (Demo),SCUS-97469
Neppachi Gold - CR Monster Mansion (Japan),SLPS-20212
Net de Bomberman (Japan),SLPS-20343
Netchuu! Pro Yakyuu 2002 (Japan) (v1.01),SLPS-20190
Netchuu! Pro Yakyuu 2002 (Japan) (v2.01),SLPS-20190
Netchuu! Pro Yakyuu 2003 - Aki no Nighter Matsuri (Japan),SLPS-20322
Netchuu! Pro Yakyuu 2003 (Japan),SLPS-20273
Netchuu! Pro Yakyuu 2004 (Japan),SLPS-25350
Netflix Streaming Disc (Brazil),SLUS-21949
NetFront (Japan),SLPM-69002
NetFront for Delta (Japan),SLPM-62136
Nettai Teikiatsu Shoujo (Japan) (Shokai Genteiban),SLPM-66860
"Network Access Disc (Europe) (En,Fr,De,Es,It) (v1.03)",SCES-51578
"Network Access Disc (Europe) (En,Fr,De,Es,It) (v2.00)",SCES-51578
"Network Access Disc (Europe) (En,Fr,De,Es,It) (v3.00)",SCES-51578
"Network Access Disc (Europe) (En,Fr,De,Es,It,Nl,Pt) (v1.02)",SCES-52677
"Network Access Disc (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi) (v4.03)",SCES-51578
"Network Access Disc (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi) (v6.00)",SCES-51578
Network Access Disc (Europe) (v0.02),SCES-51003
Network Adaptor Start-Up Disc (USA) (v1.00),SCUS-97097
Network Adaptor Start-Up Disc (USA) (v1.01),PBPX-95517
Network Adaptor Start-Up Disc v2.0 (USA),PBPX-95519
Network Adaptor Start-Up Disc v2.0 (USA) (Rev 1),SCUS-97095
Network Adaptor Start-Up Disc v2.5 (USA),SCUS-97356
Never 7 - The End of Infinity (Japan),SLPS-25256
Neverland Kenkyuushi (Japan),SLPM-66552
New Jinsei Game (Japan),SLPM-65799
New Jinsei Game (Japan),SLPM-74237
New Jinsei Game (Japan),SLPM-74273
New Roommania - Porori Seishun (Japan),SLPM-65235
Newtype Gundam Game Special Disc (Japan),SLPM-68014
NFL 2K2 (Japan),SLPM-65111
NFL 2K2 (USA),SLUS-20322
NFL 2K3 (Europe),SLES-51339
NFL 2K3 (Japan),SLPM-65224
NFL 2K3 (USA),SLUS-20457
NFL Blitz 2002 (USA),SLUS-20051
NFL Blitz 2003 (USA),SLUS-20474
NFL Blitz Pro (USA),SLUS-20631
NFL GameDay 2001 (USA),SCUS-97106
NFL GameDay 2002 (USA),SCUS-97131
NFL GameDay 2002 (USA) (Demo),SCUS-97178
NFL GameDay 2003 (USA),SCUS-97194
NFL GameDay 2003 (USA) (Demo),SCUS-97223
NFL GameDay 2004 (USA),SCUS-97276
NFL GameDay 2004 (USA) (Demo),SCUS-97317
NFL Head Coach (USA),SLUS-21407
NFL QB Club 2002 (Europe),SLES-50213
NFL QB Club 2002 (USA),SLUS-20154
NFL Street (Europe),SLES-52025
NFL Street (USA),SLUS-20841
NFL Street (USA) (Demo),SLUS-29093
NFL Street 2 (Europe),SLES-52982
NFL Street 2 (USA),SLUS-21118
"NFL Street 3 (Europe, Australia)",SLES-54379
NFL Street 3 (USA),SLUS-21482
NHK Tensai Bit-kun - Glamon Battle (Japan),SLPM-65362
NHK Tensai Bit-kun - Glamon Battle (Japan) (Taikenban),SLPM-61056
NHL 06 (Europe),SLES-53463
"NHL 06 (Europe) (En,Fr,De,Sv,Fi,Cs)",SLES-53433
NHL 06 (Japan),SLPM-66510
NHL 06 (USA) (Demo),SLUS-29154
"NHL 06 (USA) (En,Fr)",SLUS-21241
"NHL 07 (Europe) (En,Fr,De,Sv,Fi,Cs)",SLES-54245
NHL 07 (USA),SLUS-21458
"NHL 08 (Europe) (En,De,Sv,Fi,Cs)",SLES-54893
NHL 08 (Russia),SLES-55174
NHL 08 (USA),SLUS-21647
"NHL 09 (Europe, Australia) (En,De,Sv,Fi,Ru,Cs) (v2.00)",SLES-55338
"NHL 09 (Germany) (En,De) (v2.00)",SLES-55339
NHL 09 (USA) (v2.00),SLUS-21771
"NHL 2001 (Europe) (En,Sv,Fi)",SLES-50027
"NHL 2001 (Europe) (Fr,Cs)",SLES-50029
NHL 2001 (Germany),SLES-50028
NHL 2001 (USA),SLUS-20100
"NHL 2002 (Europe) (En,Sv,Fi)",SLES-50425
"NHL 2002 (Europe) (Fr,Cs)",SLES-50426
NHL 2002 (Germany),SLES-50427
NHL 2002 (Japan),SLPS-20168
NHL 2002 (USA),SLUS-20281
"NHL 2003 (Europe) (En,Fr,De,Sv,Fi,Cs)",SLES-51151
NHL 2003 (Korea),SLPM-67530
NHL 2003 (USA),SLUS-20531
"NHL 2004 (Europe) (En,Fr,De,Sv,Fi)",SLES-51798
"NHL 2005 (Europe) (En,Fr,De,Sv,Fi)",SLES-52673
"NHL 2005 (USA) (En,Fr)",SLUS-21001
NHL 2K10 (USA),SLUS-21914
NHL 2K3 (Europe),SLES-51341
NHL 2K3 (USA),SLUS-20477
"NHL 2K6 (Europe) (En,Fr,De)",SLES-53686
NHL 2K6 (USA),SLUS-21234
"NHL 2K7 (Europe, Australia) (En,Fr,De,Es,It)",SLES-54211
NHL 2K7 (USA),SLUS-21425
"NHL 2K8 (Europe, Australia) (En,Fr,De,Es,It)",SLES-54881
NHL 2K8 (USA),SLUS-21632
"NHL 2K9 (Europe) (En,Fr,De,Es,It)",SLES-55252
NHL 2K9 (Japan),SLPS-25925
NHL 2K9 (USA),SLUS-21763
NHL FaceOff 2001 (USA),SCUS-97110
NHL FaceOff 2003 (USA),SCUS-97220
NHL FaceOff 2003 (USA) (Demo),SCUS-97259
NHL Hitz 2002 (Europe),SLES-50451
NHL Hitz 2002 (USA) (v1.01),SLUS-20140
NHL Hitz 2002 (USA) (v2.00),SLUS-20140
NHL Hitz 2003 (Europe),SLES-50712
NHL Hitz 2003 (USA),SLUS-20438
NHL Hitz Pro (Europe),SLES-51840
NHL Hitz Pro (USA),SLUS-20691
NHRA Championship Drag Racing (USA),SLUS-21114
NHRA Drag Racing - Countdown to the Championship (USA),SLUS-21547
Nichibeikan Pro Yakyuu - Final League (Japan),SLPS-25101
Nick - Der tierisch verrueckte Bauernhof (Germany),SLES-54377
"Nick Jr. Dora the Explorer - Dora Saves the Mermaids (Europe) (En,Fr,De,Nl)",SLES-55288
"Nick Jr. Dora the Explorer - Dora Saves the Mermaids (Europe, Australia)",SLES-55112
Nick Jr. Dora the Explorer - Dora Saves the Mermaids (USA),SLUS-21717
"Nick Jr. Dora the Explorer - Journey to the Purple Planet (Europe, Australia) (En,Fr,Nl)",SLES-53697
Nick Jr. Dora the Explorer - Journey to the Purple Planet (USA),SLUS-21173
Nick Jr. Go Diego Go! Safari Rescue (Europe),SLES-55111
"Nick Jr. Go Diego Go! Safari Rescue (France) (En,Fr)",SLES-55189
"Nick Jr. Go Diego Go! Safari Rescue (Netherlands) (En,Fr,Nl)",SLES-55289
Nick Jr. Go Diego Go! Safari Rescue (USA),SLUS-21718
Nickelodeon Avatar - The Last Airbender - Into the Inferno (USA),SLUS-21804
Nickelodeon Avatar - The Last Airbender - The Burning Earth (USA),SLUS-21588
Nickelodeon Avatar - The Last Airbender (USA),SLUS-21395
Nickelodeon Avatar - The Legend of Aang - Into the Inferno (Australia),SLES-55264
"Nickelodeon Avatar - The Legend of Aang - Into the Inferno (Europe) (En,De,Nl,Sv,No,Da,Fi)",SLES-55263
"Nickelodeon Avatar - The Legend of Aang - The Burning Earth (Europe, Australia) (En,Fr,De,Nl)",SLES-54840
"Nickelodeon Avatar - The Legend of Aang (Europe) (En,Fr,De,Nl) (v1.00)",SLES-54188
"Nickelodeon Avatar - The Legend of Aang (Europe, Australia) (En,Fr,De,Nl) (v2.01)",SLES-54188
"Nickelodeon Barnyard (Europe) (Fr,Es,It,Nl)",SLES-54378
"Nickelodeon Barnyard (Europe, Australia)",SLES-54376
Nickelodeon Barnyard (Korea),SCKA-20096
Nickelodeon Barnyard (USA),SLUS-21277
Nickelodeon Bob Esponja - La Pelicula (Spain),SLES-52986
"Nickelodeon Bob Esponja - Luces, Camara, Esponja! (Spain)",SLES-53498
Nickelodeon Bob L'eponge - La Bataille de Bikini Bottom (France),SLES-53623
Nickelodeon Bob L'eponge - Silence on Tourne! (France),SLES-53495
Nickelodeon Dora the Explorer - Dora Saves the Crystal Kingdom (USA),SLUS-21923
Nickelodeon Dora the Explorer - Dora Saves the Snow Princess (Europe),SLES-55468
"Nickelodeon Dora the Explorer - Dora Saves the Snow Princess (Europe, Australia) (En,Fr,Nl)",SLES-55281
Nickelodeon Dora the Explorer - Dora Saves the Snow Princess (USA),SLUS-21796
Nickelodeon Dora's Big Birthday Adventure (USA),SLUS-21944
Nickelodeon El Tigre - The Adventures of Manny Rivera (Europe),SLES-55138
Nickelodeon El Tigre - The Adventures of Manny Rivera (USA),SLUS-21732
"Nickelodeon Go Diego Go! Great Dinosaur Rescue (Europe, Australia) (En,Fr,Nl)",SLES-55284
"Nickelodeon Go Diego Go! Great Dinosaur Rescue (USA, Canada)",SLUS-21794
"Nickelodeon Jimmy Neutron - Boy Genius - Attack of the Twonkies (Europe, Australia)",SLES-52700
Nickelodeon Jimmy Neutron - Boy Genius - Attack of the Twonkies (USA),SLUS-20887
Nickelodeon Jimmy Neutron - Boy Genius - Jet Fusion (USA),SLUS-20696
Nickelodeon Jimmy Neutron - Boy Genius (Australia),SLES-51298
Nickelodeon Jimmy Neutron - Boy Genius (USA),SLUS-20537
Nickelodeon Jimmy Neutron - Der mutige Erfinder (Germany),SLES-51300
Nickelodeon Les Razmoket - La Rancon Royale (France),SLES-51312
"Nickelodeon Ni Hao, Kai-Lan - Super Game Day (USA)",SLUS-21926
Nickelodeon Rocket Power - Beach Bandits (Europe),SLES-51188
Nickelodeon Rocket Power - Beach Bandits (USA),SLUS-20473
Nickelodeon Rugrats - Rescate Real (Spain),SLES-51385
Nickelodeon Rugrats - Royal Ransom (Europe),SLES-51311
Nickelodeon Rugrats - Royal Ransom (USA),SLUS-20443
Nickelodeon SpongeBob - Ciak si Gira! (Italy),SLES-53496
Nickelodeon SpongeBob - Il Film (Italy),SLES-52897
"Nickelodeon SpongeBob and Friends - Attack of the Toybots (Europe) (En,Fr,De,Es,It,Nl)",SLES-54991
Nickelodeon SpongeBob and Friends - Battle for Volcano Island (Australia),SLES-54522
"Nickelodeon SpongeBob and Friends - Battle for Volcano Island (Europe) (En,Fr,De,It,Nl)",SLES-54521
Nickelodeon SpongeBob Schwammkopf - Der Film (Germany),SLES-52985
Nickelodeon SpongeBob Schwammkopf - Film ab! (Germany),SLES-53497
Nickelodeon SpongeBob Schwammkopf - Schlacht um Bikini Bottom (Germany),SLES-51970
Nickelodeon SpongeBob SquarePants - Battle for Bikini Bottom (Europe) (v2.00),SLES-51968
"Nickelodeon SpongeBob SquarePants - Battle for Bikini Bottom (Europe, Australia) (v1.01)",SLES-51968
Nickelodeon SpongeBob SquarePants - Battle for Bikini Bottom (USA),SLUS-20680
"Nickelodeon SpongeBob SquarePants - Creature from the Krusty Krab (Europe) (En,Fr,De,Es,It,Nl,Sv)",SLES-54400
Nickelodeon SpongeBob SquarePants - Creature from the Krusty Krab (Korea),SCKA-20098
Nickelodeon SpongeBob SquarePants - Creature from the Krusty Krab (USA),SLUS-21391
"Nickelodeon SpongeBob SquarePants - Licht uit, Camera aan! (Netherlands)",SLES-53499
"Nickelodeon SpongeBob SquarePants - Lights, Camera, Pants! (Europe)",SLES-53494
"Nickelodeon SpongeBob SquarePants - Lights, Camera, Pants! (Korea)",SLKA-25319
"Nickelodeon SpongeBob SquarePants - Lights, Camera, Pants! (USA)",SLUS-21252
Nickelodeon SpongeBob SquarePants - Movin' with Friends (Europe),SLES-52906
"Nickelodeon SpongeBob SquarePants - Movin' with Friends (Europe) (En,Fr,De,Es)",SLES-52907
Nickelodeon SpongeBob SquarePants - Movin' with Friends (Korea),SLKA-25245
Nickelodeon SpongeBob SquarePants - Revenge of the Flying Dutchman (Europe),SLES-51285
Nickelodeon SpongeBob SquarePants - Revenge of the Flying Dutchman (USA),SLUS-20425
Nickelodeon SpongeBob SquarePants (Japan),SLPM-66694
"Nickelodeon SpongeBob SquarePants and Friends Unite! (Europe) (En,Fr,De,Es,It,Nl)",SLES-53563
Nickelodeon SpongeBob SquarePants featuring Nicktoons - Globs of Doom (Australia),SLES-55402
"Nickelodeon SpongeBob SquarePants featuring Nicktoons - Globs of Doom (Europe) (De,Es,It)",SLES-55272
"Nickelodeon SpongeBob SquarePants featuring Nicktoons - Globs of Doom (Europe) (En,Fr)",SLES-55271
Nickelodeon SpongeBob SquarePants featuring Nicktoons - Globs of Doom (USA),SLUS-21818
Nickelodeon SpongeBob's Atlantis SquarePantis (Australia),SLES-55080
"Nickelodeon SpongeBob's Atlantis SquarePantis (Europe) (En,Fr,De,It)",SLES-55024
Nickelodeon SpongeBob's Atlantis SquarePantis (USA),SLUS-21644
"Nickelodeon Svampbob Fyrkant - Tystnad, Tagning, Tvaettsvamp! (Sweden)",SLES-53500
Nickelodeon Tak - The Great Juju Challenge (Australia),SLES-53418
"Nickelodeon Tak - The Great Juju Challenge (Europe) (En,De)",SLES-53695
Nickelodeon Tak - The Great Juju Challenge (USA),SLUS-21218
"Nickelodeon Tak 2 - The Staff of Dreams (Europe) (En,Es,It)",SLES-53036
"Nickelodeon Tak 2 - The Staff of Dreams (Europe) (Fr,De)",SLES-53129
Nickelodeon Tak 2 - The Staff of Dreams (Korea),SLKA-25272
Nickelodeon Tak 2 - The Staff of Dreams (USA),SLUS-20952
"Nickelodeon Tak and the Guardians of Gross (Europe) (En,De)",SLES-55376
Nickelodeon Tak and the Guardians of Gross (USA),SLUS-21797
Nickelodeon The Adventures of Jimmy Neutron - Boy Genius - Jet Fusion (Europe),SLES-51932
Nickelodeon The Naked Brothers Band - The Video Game (Europe),SLES-55404
Nickelodeon The Naked Brothers Band - The Video Game (USA),SLUS-21802
"Nickelodeon The SpongeBob SquarePants Movie (Europe) (Fr,Nl)",SLES-52896
"Nickelodeon The SpongeBob SquarePants Movie (Europe, Australia)",SLES-52895
Nickelodeon The SpongeBob SquarePants Movie (USA),SLUS-20904
"Nicktoons - Attack of the Toybots (Europe, Australia)",SLES-54990
Nicktoons - Attack of the Toybots (USA),SLUS-21605
Nicktoons - Battle for Volcano Island (USA),SLUS-21469
Nicktoons Movin' (USA),SLUS-21073
Nicktoons Unite! (Australia),SLES-53634
Nicktoons Unite! (USA),SLUS-21284
Night Wizard the Video Game - Denial of the World (Japan),SLPM-66936
"Nightmare of Druaga, The - Fushigi no Dungeon (Japan)",SLPS-25377
"Nightmare of Druaga, The - Fushigino Dungeon (USA)",SLUS-21071
NiGHTS into Dreams... (Japan),SLPM-66926
"Nightshade (Europe) (En,Fr,De,Es,It)",SLES-52238
Nightshade (USA),SLUS-20810
Nihon Daihyou Senshu ni Narou! (Japan),SLPM-65130
Nihon Daihyou Senshu ni Narou! (Japan) (Taikenban),SLPM-60178
Nihon Pro Yakyuu Kikou Kounin - Pro Yakyuu Japan 2001 (Japan),SLPM-62082
Nihon Sumou Kyoukai Kounin - Nihon Oozumou - Gekitou Honbasho-hen (Japan),SLPM-62194
Nihon Sumou Kyoukai Kounin - Nihon Oozumou - Kakutou-hen (Japan),SLPM-62099
"Ninja Assault (Europe) (En,Fr,De,Es,It)",SCES-50889
"Ninja Assault (Japan, Asia)",SCPS-51014
"Ninja Assault (Japan, Asia)",SLPS-20218
Ninja Assault (Korea),SCPS-56015
Ninja Assault (USA),SLUS-20492
Ninjabread Man (Europe),SLES-53570
Ninkyouden - Toseinin Ichidaiki (Japan),SLPM-66274
Ninkyouden - Toseinin Ichidaiki (Japan) (Taikenban),SLPM-61144
Nishikaze no Rhapsody - The Rhapsody of Zephyr (Japan),SLPS-25324
"Nitrobike (Europe) (En,Fr,De,Es,It)",SLES-55192
"Nitrobike (USA) (En,Fr,Es)",SLUS-21738
Noble Racing (Europe),SLES-53958
Nobunaga no Yabou - Kakushin (Japan),SLPM-66279
Nobunaga no Yabou - Kakushin (Japan),SLPM-74265
Nobunaga no Yabou - Kakushin (Japan),SLPM-74281
Nobunaga no Yabou - Kakushin with Power-Up Kit (Japan),SLPM-55268
Nobunaga no Yabou - Ranseiki (Japan),SLPM-62148
Nobunaga no Yabou - Ranseiki (Japan),SLPM-62473
Nobunaga no Yabou - Ranseiki (Japan),SLPM-62681
Nobunaga no Yabou - Ranseiki with Power-Up Kit (Japan),SLPM-62225
Nobunaga no Yabou - Ranseiki with Power-Up Kit (Japan),SLPM-62642
Nobunaga no Yabou - Soutenroku (Japan),SLPM-62283
Nobunaga no Yabou - Soutenroku (Japan),SLPM-62520
Nobunaga no Yabou - Soutenroku (Japan),SLPM-62759
Nobunaga no Yabou - Soutenroku with Power-Up Kit (Japan),SLPM-66425
Nobunaga no Yabou - Soutenroku with Power-Up Kit (Japan),SLPM-66760
Nobunaga no Yabou - Tenka Sousei (Japan) (v1.30),SLPM-65556
Nobunaga no Yabou - Tenka Sousei (Japan) (v1.40),SLPM-74225
Nobunaga no Yabou - Tenka Sousei (Japan) (v1.40),SLPM-74263
Nobunaga no Yabou - Tenka Sousei with Power-Up Kit (Japan),SLPM-55232
Nobunaga no Yabou - Tenka Sousei with Power-Up Kit (Japan),SLPM-65864
Nobunaga no Yabou - Tenka Sousei with Power-Up Kit (Japan),SLPM-66528
Nobunaga no Yabou Online - Haten no Shou (Japan),SLPM-66539
Nobunaga no Yabou Online - Hiryuu no Shou (Japan),SLPM-65783
Nobunaga no Yabou Online - Souha no Shou (Japan),SLPM-66954
Nobunaga no Yabou Online (Japan),SLPM-65197
Nobunaga no Yabou Online (Japan) (Beta) (v1.04) (2002-11-19),SLPM-62208
Nobunaga no Yabou Online (Japan) (Beta) (v2.00) (2003-02-05),SLPM-62208
Nobunaga Senki (Japan),SLPM-62502
Nobunaga's Ambition - Iron Triangle (USA),SLUS-21868
Nobunaga's Ambition - Rise to Power (USA),SLUS-21721
Nodame Cantabile (Japan),SLPS-25780
"Noddy and the Magic Book (Europe) (En,Fr,Pt,No,Da)",SLES-54311
"Nogizaka Haruka no Himitsu - Cosplay, Hajimemashita (Japan)",SLPS-25891
Nordic Fall 2003 Demo (Scandinavia),SLED-51962
North Wind - Eien no Yakusoku (Japan),SLPM-65961
NPPL Championship Paintball 2009 (USA),SLUS-21855
NRA Gun Club (USA),SLUS-21432
Nuga-Cel! Nurture Garment Celebration (Japan),SLPM-55192
Nurse Witch Komugi-chan - Maji-Karte (Japan),SLPM-65457
"NYR - New York Race (Europe) (En,Fr,De,Es,It,Pt)",SLES-50556
"Obliterate (Europe, Australia)",SLES-53355
"ObsCure - The Aftermath (USA) (En,Fr,Es)",SLUS-21709
ObsCure (Europe),SLES-52737
"ObsCure (Europe) (De,Es)",SLES-52508
"ObsCure (Europe) (Fr,It)",SLES-52738
ObsCure (Russia),SLES-53322
"ObsCure (USA) (En,Fr,Es)",SLUS-20777
"ObsCure II (Europe) (En,Fr,De,Es,It)",SLES-54782
Ocean Commander (Europe),SLES-55047
"Odin Sphere (Europe) (En,Fr,De,Es,It)",SLES-55110
Odin Sphere (Japan),SLPM-66474
Odin Sphere (Japan),SLPM-74259
Odin Sphere (Korea),SCKA-20107
Odin Sphere (USA),SLUS-21577
Odin Sphere (USA) (Demo),SLUS-28065
"Off Road (Europe) (En,Fr,De,Es,It)",SLES-55032
Official Demo Disc 1 - Retail Edition November 01 (Europe) (Demo),SCED-50615
"Official Demo Disc Retail Edition February 02 (France) (En,Fr,De,Es,It)",SCED-50732
Official Disc 2003 (Japan),PAPX-90507
"Official PlayStation 2 Magazine - German Kids Special (Germany) (En,De)",SCED-53611
"Official PlayStation 2 Magazine Demo 1 (Europe, Australia) (En,Fr,De,Es,It)",SCED-50065
"Official PlayStation 2 Magazine Demo 10 (Europe, Australia) (En,Fr,De,Es,It)",SCED-50145
"Official PlayStation 2 Magazine Demo 10 (Germany) (En,De)",SCED-50404
"Official PlayStation 2 Magazine Demo 100 (Europe) (En,Fr,De,Es,It)",SCED-55119
Official PlayStation 2 Magazine Demo 101 (Netherlands),SCED-55120
"Official PlayStation 2 Magazine Demo 11 (Europe) (En,Fr,De,Es,It)",SCED-50146
"Official PlayStation 2 Magazine Demo 11 (France) (En,Fr,De,Es,It)",SCED-50463
"Official PlayStation 2 Magazine Demo 11 (Germany) (En,De)",SCED-50460
"Official PlayStation 2 Magazine Demo 12 (Europe) (En,Fr,De,Es,It)",SCED-50147
"Official PlayStation 2 Magazine Demo 12 (France) (En,Fr,De,Es,It)",SCED-50543
"Official PlayStation 2 Magazine Demo 12 (Germany) (En,Fr,De,Es,It)",SCED-50506
"Official PlayStation 2 Magazine Demo 13 (Europe, Australia) (En,Fr,De,Es,It)",SCED-50148
"Official PlayStation 2 Magazine Demo 13 (France) (En,Fr,De,Es,It)",SCED-50593
Official PlayStation 2 Magazine Demo 13 (Germany),SCED-50594
"Official PlayStation 2 Magazine Demo 14 (Europe) (En,Fr,De,Es,It)",SCED-50149
"Official PlayStation 2 Magazine Demo 14 (Europe, Australia) (En,Fr,De,Es,It)",SCED-50610
