title,serial
"EyeToy - Play 2 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,El) (v3.03)",SCES-52748
"EyeToy - Play 2 (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,El) (v1.00)",SCES-52748
EyeToy - Play 2 (Japan),SCPS-15094
"EyeToy - Play 2 (Japan, Asia) (Doukonban)",SCAJ-20127
"EyeToy - Play 2 (Japan, Asia) (Doukonban)",SCPS-15089
"EyeToy - Play 2 (Korea) (En,Ko)",SCKA-20041
EyeToy - Play 2 (USA),SCUS-97468
EyeToy - Play 2 (USA),SCUS-97495
"EyeToy - Play 3 (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,El)",SCES-53315
EyeToy - Play 3 (Korea),SCKA-20066
"EyeToy - Play 3 + SpyToy (Europe) (En,Fr,De,Es,It) (Demo)",SCED-53613
"EyeToy - Play Sports (Europe) (En,Fr,De,Es,It) (Demo)",SCED-54134
"EyeToy - Play Sports (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,El,Cs,Tr)",SCES-54094
EyeToy - Saru EyeToy - Oosawagi! Ukkiuki Game Tenkomori!! (China),SCCS-40018
EyeToy - Saru EyeToy - Oosawagi! Ukkiuki Game Tenkomori!! (Japan),SCPS-15078
EyeToy - Tales (Korea),SCKA-10007
EyeToy (USA) (Demo),SCUS-97507
EyeToy (USA) (Demo),SCUS-97600
"EyeToy Play - Astro Zoo (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,El,Cs)",SCES-54538
"EyeToy Play - Hero (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,El,Cs)",SCES-55038
"EyeToy Play - PomPom Party (Europe, Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru,El,Cs)",SCES-55083
"EyeToy Special Demo (Europe) (En,Fr,De,Es,It)",SCED-53177
F - Fanatic (Japan),SLPM-65296
"F1 2001 (Europe) (En,Es,It,Sv)",SLES-50431
"F1 2001 (Europe) (En,Fr,De,Nl)",SLES-50423
F1 2001 (Japan),SLPS-20120
"F1 2001 (USA) (En,Fr,Es)",SLUS-20264
"F1 2002 (Europe) (En,Fr,De,Nl)",SLES-50874
F1 2002 (Italy),SLES-50875
F1 2002 (Japan),SLPS-20199
"F1 2002 (USA) (En,Fr,De)",SLUS-20455
"F1 Career Challenge (Europe, Australia) (En,Fr,De,It)",SLES-51584
F1 Career Challenge (Japan),SLPS-20295
"F1 Career Challenge (USA) (En,Fr,De)",SLUS-20693
"F1 Championship Season 2000 (Europe) (En,Fr,De,Es,It)",SLES-50017
F1 Championship Season 2000 (Japan),SLPS-20044
F1 Championship Season 2000 (USA),SLUS-20103
"F1 Racing Championship (Europe) (En,Es,It)",SLES-50047
"F1 Racing Championship (Europe) (En,Es,It) (Beta) (2000-11-14)",SLPS-20042
"F1 Racing Championship (Europe) (Fr,De)",SLES-50046
F1 Racing Championship (Japan),SLPS-20042
"Fahrenheit (Europe) (En,Fr,De,Es)",SLES-53540
"Fahrenheit (Europe) (En,Fr,De,Es,It)",SLES-53539
"Fahrenheit (Europe) (En,Fr,De,Es,It) (Demo)",SLED-53591
Fahrenheit (Japan),SLPM-66193
"Fairly OddParents, The - Breakin' da Rules (USA)",SLUS-20661
"Fairly OddParents, The - Shadow Showdown (Europe)",SLES-52857
"Fairly OddParents, The - Shadow Showdown (USA)",SLUS-20880
"Falling Stars (Europe) (En,Fr,De,Es,It,Ru)",SLES-54795
"Falling Stars (USA) (En,Fr,De,Es,It,Ru)",SLUS-21734
"Fallout - Brotherhood of Steel (Europe) (En,Es,It)",SLES-51526
"Fallout - Brotherhood of Steel (Europe) (En,Es,It) (Beta) (2003-12-02)",SLES-51526
"Fallout - Brotherhood of Steel (Europe) (En,Fr,De)",SLES-51525
Fallout - Brotherhood of Steel (Japan),SLPM-65915
Fallout - Brotherhood of Steel (USA),SLUS-20539
Fame Academy (UK),SLES-52060
"Family Board Games (Europe) (En,Fr,De,Es,It,Nl)",SLES-53468
Family Feud (USA),SLUS-21446
"Family Guy - Video Game! (Europe) (En,Fr,De,Es,It)",SLES-54126
"Family Guy - Video Game! (Europe, Australia)",SLES-54394
Family Guy - Video Game! (USA),SLUS-21560
Famitsu PS2 Special Disc - Capcom Game Collection (Japan) (Taikenban),SLPM-61129
Fantastic 4 (Europe),SLES-53143
Fantastic 4 (France),SLES-53144
Fantastic 4 (Germany),SLES-53145
Fantastic 4 (Netherlands),SLES-53281
Fantastic 4 (Spain),SLES-53147
Fantastic 4 (USA),SLUS-20615
Fantastic Fortune 2 - Triple Star (Japan),SLPS-25396
Fantastic Fortune 2 (Japan),SLPS-25236
"Fantastic Four - Rise of the Silver Surfer (Europe) (En,Fr,De,Es,It)",SLES-54616
"Fantastic Four - Rise of the Silver Surfer (Europe, Australia) (En,It)",SLES-54776
Fantastic Four - Rise of the Silver Surfer (USA),SLUS-21544
"Fantastici 4, I (Italy)",SLES-53146
"Fantavision - For You and Me (Asia) (En,Ja,Zh)",SCPS-55032
"Fantavision (Europe) (En,Fr,De,Es,It)",SCES-50002
Fantavision (Japan),SCPS-11002
Fantavision (Japan) (Taikenban),PAPX-90201
Fantavision (Japan) (Taikenban),PCPX-96302
Fantavision (USA),SCUS-97105
"Fast and the Furious, The (Europe)",SLES-54483
"Fast and the Furious, The (USA)",SLUS-21449
Fatal Frame (Asia),SCPS-55043
Fatal Frame (USA),SLUS-20388
Fatal Frame II - Crimson Butterfly (USA),SLUS-20766
Fatal Frame III - The Tormented (USA),SLUS-21244
"Fatal Fury - Battle Archives Volume 1 (Europe, Australia)",SLES-55231
Fatal Fury - Battle Archives Volume 1 (USA),SLUS-21537
"Fatal Fury - Battle Archives Volume 2 (USA, Canada)",SLUS-21723
Fate-stay night - Realta Nua (Japan),SLPM-66513
Fate-stay night - Realta Nua (Japan),SLPM-74270
Fate-stay night - Realta Nua (Japan) (Extra Edition),SLPM-66512
Fate-Unlimited Codes (Japan),SLPM-55108
Fatman & Slim (Europe) (Proto) (2002-12-06),SLES-51425
"Fear, The (Japan) (Disc 1)",SLPM-65040
"Fear, The (Japan) (Disc 2)",SLPM-65041
"Fear, The (Japan) (Disc 3)",SLPM-65042
"Fear, The (Japan) (Disc 4)",SLPM-65043
"Ferrari Challenge - Trofeo Pirelli (Europe) (En,Fr,De,Es,It) (v1.00)",SLES-55294
"Ferrari Challenge - Trofeo Pirelli (Europe) (En,Fr,De,Es,It) (v2.00)",SLES-55294
Ferrari Challenge - Trofeo Pirelli (USA),SLUS-21780
"Ferrari F355 Challenge (Europe, Australia) (En,Fr,De,Es,It)",SCES-50956
Ferrari F355 Challenge (Japan),SLPM-65178
Ferrari F355 Challenge (USA),SLUS-20558
Festa!! Hyper Girls Party (Japan),SLPM-66434
Fever 6 - Sankyo Koushiki Pachinko Simulation (Japan),SLPS-25117
Fever 7 - Sankyo Koushiki Pachinko Simulation (Japan),SLPS-20265
Fever 8 - Sankyo Koushiki Pachinko Simulation (Japan),SLPS-20298
Fever 9 - Sankyo Koushiki Pachinko Simulation (Japan),SLPS-20331
FIFA 06 - Demo Pre-Release Version (Europe),SLED-53664
FIFA 06 (Europe),SLES-53529
FIFA 06 (Europe) (Beta) (2005-07-12),SLES-53529
FIFA 06 (Europe) (Beta) (2005-08-05),SLES-53529
"FIFA 06 (Europe) (En,Nl,Sv,No,Da,Pl,El,Hu)",SLES-53533
"FIFA 06 (Europe) (Es,Pt)",SLES-53532
"FIFA 06 (Europe) (Fr,De)",SLES-53531
FIFA 06 (Italy),SLES-53530
FIFA 06 (Korea),SLKA-25323
"FIFA 06 (USA) (En,Es) (Demo)",SLUS-29160
"FIFA 07 (Asia) (En,Es)",SLAJ-25088
FIFA 07 (Europe) (Beta) (2006-08-09),TLES-54240
"FIFA 07 (Europe) (En,Fr,De,Es,It,Pt,Sv) (Demo)",SLED-54327
"FIFA 07 (Europe) (En,Nl,Sv,No,Da)",SLES-54244
"FIFA 07 (Europe) (En,Pl,Ru,Cs,Hu)",SLES-54246
"FIFA 07 (Europe) (Es,Pt)",SLES-54243
"FIFA 07 (Europe) (Fr,De,It)",SLES-54241
"FIFA 07 (Europe, Australia)",SLES-54240
FIFA 07 (Korea),SLKA-25396
FIFA 08 (Europe) (Demo),SLED-54925
"FIFA 08 (Europe) (En,Nl,Sv,No,Da)",SLES-54873
"FIFA 08 (Europe) (Es,Pt)",SLES-54872
"FIFA 08 (Europe) (Fr,De,It)",SLES-54871
"FIFA 08 (Europe, Australia)",SLES-54870
"FIFA 08 (Korea) (En,Es)",SLKA-25408
FIFA 09 - World Class Soccer (Japan),SLPM-55134
"FIFA 09 (Europe) (En,Es,It,Nl,Pt)",SLES-55245
"FIFA 09 (Europe) (En,Pl,Ru,Cs,Hu)",SLES-55247
"FIFA 09 (Europe) (En,Sv,No,Da)",SLES-55246
"FIFA 09 (Europe) (Fr,De)",SLES-55244
"FIFA 09 (Europe, Australia)",SLES-55243
"FIFA 09 (Korea) (En,Fr,Es)",SLKA-25447
FIFA 10 - World Class Soccer (Japan),SLPM-55226
"FIFA 10 (Europe) (En,Es,It,Nl,Pt)",SLES-55581
"FIFA 10 (Europe) (En,Pl,Ru,Cs,Hu)",SLES-55584
"FIFA 10 (Europe) (En,Sv,No,Da)",SLES-55583
"FIFA 10 (Europe) (Fr,De)",SLES-55582
"FIFA 10 (Europe, Australia)",SLES-55585
"FIFA 10 (Korea) (En,Fr,Es)",SLKA-25464
"FIFA 11 (Europe) (En,De,Sv,No,Da)",SLES-55644
"FIFA 11 (Europe) (En,Es,Pt,Pl,Ru)",SLES-55643
"FIFA 11 (Europe, Australia) (En,Fr,It,Nl)",SLES-55642
"FIFA 11 (Korea) (En,Fr,Es)",SLKA-25475
"FIFA 12 (Europe) (En,De,Sv,No,Da)",SLES-55653
"FIFA 12 (Europe) (En,Es,Pt,Pl,Ru)",SLES-55654
"FIFA 12 (Europe, Australia) (En,Fr,It,Nl)",SLES-55652
"FIFA 13 (Europe) (En,Es,Pt,Pl)",SLES-55665
"FIFA 13 (Europe) (En,Fr,De,It,Nl)",SLES-55664
"FIFA 13 (Latin America) (En,Fr,Es)",SLUS-21954
"FIFA 14 (Brazil) (En,Fr,Es)",SLUS-27093
"FIFA 14 (Europe) (En,Es,Pt,Pl)",SLES-55672
"FIFA 14 (Europe) (En,Fr,De,It,Nl)",SLES-55671
FIFA 2001 - World Championship (Japan),SLPS-20054
"FIFA 2001 (Europe) (En,De,Es,Nl,Sv)",SLES-50011
FIFA 2001 (France),SLES-50012
"FIFA 2001 (Germany) (En,De,Es,Nl,Sv)",SLES-50013
FIFA 2001 (Greece),SLES-50014
FIFA 2001 (Italy),SLES-50015
"FIFA 2001 (Spain) (En,De,Es,Nl,Sv)",SLES-50016
"FIFA 2001 (USA) (En,De,Es,Nl,Sv)",SLUS-20097
FIFA 2002 - Road to FIFA World Cup (Japan),SLPS-25069
FIFA 2003 - European Football (Japan),SLPS-25179
FIFA Football 2002 (Belgium),SLES-50465
"FIFA Football 2002 (Europe) (En,De,Es,Nl,Sv)",SLES-50464
FIFA Football 2002 (France),SLES-50466
"FIFA Football 2002 (Germany) (En,De,Es,Nl,Sv)",SLES-50467
FIFA Football 2002 (Greece),SLES-50469
FIFA Football 2002 (Italy),SLES-50470
FIFA Football 2002 (Korea),SLPM-67503
"FIFA Football 2002 (Spain) (En,De,Es,Nl,Sv)",SLES-50471
FIFA Football 2003 (Europe) (Demo),SLED-51342
"FIFA Football 2003 (Europe) (En,Fr,De,Es,It,Nl,Sv)",SLES-51197
"FIFA Football 2004 (Europe) (En,It,Nl,Sv) (v1.00)",SLES-51953
"FIFA Football 2004 (Europe) (En,It,Nl,Sv) (v2.00)",SLES-51953
"FIFA Football 2004 (Europe) (Es,Pt)",SLES-51964
"FIFA Football 2004 (Europe) (Fr,De) (v1.01)",SLES-51963
"FIFA Football 2004 (Europe) (Fr,De) (v2.00)",SLES-51963
FIFA Football 2005 (Europe),SLES-52559
"FIFA Football 2005 (Europe) (En,Fr,De,Es,It,Nl,Pt) (Demo)",SLED-52890
"FIFA Football 2005 (Europe) (En,Nl,Sv,No,Da,El)",SLES-52563
"FIFA Football 2005 (Europe) (Es,Pt)",SLES-52561
FIFA Football 2005 (Italy),SLES-52562
"FIFA Soccer 06 (USA) (En,Es)",SLUS-21280
FIFA Soccer 07 (USA) (Demo),SLUS-29194
"FIFA Soccer 07 (USA) (En,Es)",SLUS-21433
"FIFA Soccer 08 (USA) (En,Es) (Demo)",SLUS-29201
"FIFA Soccer 08 (USA, Canada) (En,Es)",SLUS-21648
FIFA Soccer 09 (USA),SLUS-21776
"FIFA Soccer 10 (USA) (En,Fr,Es)",SLUS-21905
"FIFA Soccer 11 (USA) (En,Fr,Es)",SLUS-21941
"FIFA Soccer 12 (USA, Brazil)",SLUS-21947
"FIFA Soccer 2002 (USA) (En,De,Es,Nl,Sv)",SLUS-20280
"FIFA Soccer 2003 (Korea) (En,Ko)",SLPM-67537
"FIFA Soccer 2003 (USA) (En,Es)",SLUS-20580
FIFA Soccer 2004 (Korea),SLKA-25087
"FIFA Soccer 2004 (USA) (En,Es)",SLUS-20750
FIFA Soccer 2005 (Korea),SLKA-25209
FIFA Soccer 2005 (USA),SLUS-21051
FIFA Soccer 2005 (USA) (Demo),SLUS-29127
FIFA Soccer World Championship (Japan),SLPS-20020
"FIFA Street (Europe) (En,Fr,De,Es,It,Nl,Sv)",SLES-53064
FIFA Street (Japan),SLPM-66047
FIFA Street (Japan),SLPM-66557
"FIFA Street (Korea) (En,Es)",SLKA-25235
FIFA Street (USA),SLUS-21147
FIFA Street 2 (Europe),SLES-53796
FIFA Street 2 (Europe) (Demo),SLED-53953
"FIFA Street 2 (Europe) (En,Fr,De,Es,It,Nl)",SLES-53797
FIFA Street 2 (Japan),SLPM-66443
"FIFA Street 2 (Korea) (En,Es)",SLKA-25374
"FIFA Street 2 (USA) (En,Es)",SLUS-21369
FIFA Total Football (Japan),SLPM-65527
FIFA Total Football 2 (Japan),SLPM-65746
FIFA World Cup Germany 2006 (Asia),SLAJ-25081
FIFA World Cup Germany 2006 (Europe),SLES-54061
"FIFA World Cup Germany 2006 (Europe) (En,Es,Pt)",SLES-54063
"FIFA World Cup Germany 2006 (Europe) (En,Fr,De,Es,It) (Demo)",SLED-54103
"FIFA World Cup Germany 2006 (Europe) (En,It,Sv)",SLES-54064
"FIFA World Cup Germany 2006 (Europe) (Fr,De)",SLES-54062
FIFA World Cup Germany 2006 (Japan),SLPM-66386
"FIFA World Cup Germany 2006 (Korea) (En,Ko)",SLKA-25378
FIFA World Cup Germany 2006 (Poland),SLES-54081
FIFA World Cup Germany 2006 (USA),SLUS-21408
FIFA World Cup Germany 2006 (USA) (Demo),SLUS-29189
"Fight Club (Europe) (En,Fr,De,Es,It)",SLES-52718
Fight Club (USA),SLUS-20857
Fight Club (USA) (Demo),SLUS-29124
Fight Night 2004 (Europe) (Demo),SLED-52375
"Fight Night 2004 (Europe) (En,Fr,De)",SLES-52374
Fight Night 2004 (Japan),SLPM-65587
Fight Night 2004 (USA),SLUS-20906
Fight Night 2004 (USA) (Demo),SLUS-29096
"Fight Night Round 2 (Europe) (En,Fr,De)",SLES-53084
Fight Night Round 2 (Japan),SLPM-55035
Fight Night Round 2 (Korea),SLKA-25242
Fight Night Round 2 (USA),SLUS-21161
Fight Night Round 2 (USA) (Demo),SLUS-29145
Fight Night Round 3 (Europe) (Demo),SLED-53983
"Fight Night Round 3 (Europe) (En,Fr)",SLES-53982
Fight Night Round 3 (Korea),SLKA-25373
Fight Night Round 3 (USA),SLUS-21383
Fight Night Round 3 (USA) (Demo),SLUS-29183
FightBox (UK),SLES-51390
Fighter Maker 2 (USA),SLUS-20524
Fighting Angels (Europe),SLES-53408
Fighting for One Piece (Japan),SLPS-25545
Fighting Fury (Europe),SLES-51056
Final Approach (Japan),SLPM-65676
Final Approach (Japan),SLPM-66323
Final Approach (Japan) (Shokai Genteiban),SLPM-65675
Final Approach 2 - 1st Priority (Japan),SLPM-66943
Final Approach 2 - 1st Priority (Japan) (Shokai Genteiban),SLPM-66942
"Final Armada (Europe) (En,Fr,De,Es,It)",SLES-54467
Final Fantasy X (Europe) (Demo),SCED-50642
"Final Fantasy X (Europe, Australia)",SCES-50490
Final Fantasy X (France),SCES-50491
Final Fantasy X (Germany),SCES-50492
Final Fantasy X (Italy),SCES-50493
Final Fantasy X (Japan),SLPM-66124
Final Fantasy X (Japan),SLPS-25050
Final Fantasy X (Japan),SLPS-72501
Final Fantasy X (Spain),SCES-50494
"Final Fantasy X (USA, Canada)",SLUS-20312
Final Fantasy X International (Asia),SLPM-65115
"Final Fantasy X International (Japan) (En,Ja)",SLPM-66677
"Final Fantasy X International (Japan) (En,Ja)",SLPS-25088
Final Fantasy X International (Korea),SLPM-67513
Final Fantasy X-2 (Europe) (Demo),SLED-51921
"Final Fantasy X-2 (Europe, Australia)",SLES-51815
Final Fantasy X-2 (France),SLES-51816
Final Fantasy X-2 (Germany),SLES-51817
Final Fantasy X-2 (Italy),SLES-51818
Final Fantasy X-2 (Japan),SLPM-66125
Final Fantasy X-2 (Japan),SLPS-25250
Final Fantasy X-2 (Korea),SLKA-25144
Final Fantasy X-2 (Spain),SLES-51819
"Final Fantasy X-2 (USA, Canada)",SLUS-20672
"Final Fantasy X-2 International + Last Mission (Japan, Asia)",SCAJ-20068
"Final Fantasy X-2 International + Last Mission (Japan, Asia)",SLPM-65478
"Final Fantasy X-2 International + Last Mission (Japan, Asia)",SLPM-66678
Final Fantasy XI - Adoulin no Makyou (Japan),SLPM-55298
Final Fantasy XI - Aht Urhgan no Hihou (Japan),SLPM-66394
Final Fantasy XI - All in One Pack 2004 (Japan),SLPM-65706
Final Fantasy XI - All in One Pack 2006 (Japan),SLPM-66393
Final Fantasy XI - Altana no Shinpei (Japan),SLPM-66894
Final Fantasy XI - Entry Disc 2005 (Japan),SLPM-65953
Final Fantasy XI - Online - Chains of Promathia (USA),SLUS-21070
Final Fantasy XI - Online - Treasures of Aht Urhgan (USA),SLUS-21404
Final Fantasy XI - Online - Vana'diel Collection 2008 (USA),SLUS-21704
Final Fantasy XI - Online - Wings of the Goddess Expansion Pack (USA),SLUS-21694
Final Fantasy XI - Online (Japan),SLPS-25200
Final Fantasy XI - Online (Japan) (Beta) (2001-11-20),SLPM-62135
Final Fantasy XI - Online (USA) (Beta) (2003-04-24),SCUS-97271
"Final Fantasy XI - Online (USA, Canada)",SCUS-97266
Final Fantasy XI - PlayOnline Entry Disc (Japan),SLPM-65289
Final Fantasy XI - Promathia no Jubaku (Japan),SLPM-65705
Final Fantasy XI - Vana'diel Collection (Japan),SLPM-66893
Final Fantasy XI - Vana'diel Collection 2 (Japan),SLPM-55229
Final Fantasy XI - Zilart no Gen'ei (Japan),SLPM-65287
Final Fantasy XI - Zilart no Gen'ei (Japan) (All in One Pack 2003),SLPM-65288
"Final Fantasy XII (Japan, Korea)",PBPX-95525
"Final Fantasy XII (Japan, Korea)",SCKA-20073
"Final Fantasy XII (Japan, Korea)",SLPM-55022
"Final Fantasy XII (Japan, Korea)",SLPM-66320
Final Fantasy XII (USA),SLUS-20963
Final Fantasy XII (USA),SLUS-21475
Final Fantasy XII (USA) (Demo),SLUS-29171
Final Fantasy XII International - Zodiac Job System (Japan),SLPM-55210
Final Fantasy XII International - Zodiac Job System (Japan),SLPM-66750
"Final Fight - Streetwise (Europe) (En,Fr,De,Es,It)",SLES-53853
Final Fight - Streetwise (USA),SLUS-21238
Finalist (Japan),SLPM-66254
Finkles World (Europe),SLES-54955
Finny the Fish & the Seven Waters (USA),SLUS-21072
"Fire Heroes (Europe) (En,Fr,Es,It)",SLES-53237
Fire It Up Lads (Europe),SCED-53679
Fire Pro Wrestling Returns (Europe),SLES-55041
Fire Pro Wrestling Returns (Japan),SLPM-66082
Fire Pro Wrestling Returns (Japan),SLPM-66388
Fire Pro Wrestling Returns (USA),SLUS-21702
Fire Pro Wrestling Z (Japan),SLPM-62342
Fire Pro Wrestling Z (Japan) (Toujien Doukon Box Saishuu-ban),SLPM-62287
FireBlade (Europe),SLES-50716
FireBlade (Europe) (Demo),SLED-51062
"FireBlade (Europe) (En,Fr,De,Es,It)",SLES-50995
FireBlade (USA),SLUS-20198
FireBlade (USA) (Demo),SLUS-29030
"Firefighter F.D.18 (Europe) (En,Fr,De,Es,It)",SLES-52096
Firefighter F.D.18 (Japan),SLPM-65470
Firefighter F.D.18 (Japan),SLPM-65744
Firefighter F.D.18 (Japan),SLPM-66017
Firefighter F.D.18 (USA),SLUS-20724
First Kiss Stories (Japan),SLPM-65313
First Kiss Stories (Japan) (Special CD Doukonban),SLPM-65256
Fish Eyes 3 - Kioku no Hahen-tachi (Japan),SLPS-20291
Fish Eyes 3 - Kioku no Hahen-tachi (Japan),SLPS-20377
Fish Eyes 3 - Kioku no Hahen-tachi (Japan),SLPS-20477
Fisherman's Bass Club (USA),SLUS-20428
"Fisherman's Challenge (Europe) (En,Fr,De)",SLES-51418
Fisherman's Challenge (USA),SLUS-20553
Fishing Fantasy - Buzzrod (Europe),SLES-53236
Fitness Fun (Europe),SLES-52983
FIVB Volleyball World Cup - Venus Evolution (Japan),SLPM-62770
FIVB Volleyball World Cup - Venus Evolution (Japan),SLPS-20505
"FlatOut (Europe) (En,Fr,Es,It)",SLES-52753
FlatOut (Germany),SLES-52754
FlatOut (USA),SLUS-20901
"FlatOut 2 (Europe, Australia) (En,Fr,De,Es,It)",SLES-54002
FlatOut 2 (Germany),SLES-54003
FlatOut 2 (Korea),SLKA-25401
FlatOut 2 (USA),SLUS-21251
FlatOut 2 GTR (Ganbare! Tobidase! Racing!!) (Japan),SLPM-66591
"Flintstones in Viva Rock Vegas, The (Europe) (En,Fr,De)",SLES-50259
"Flintstones, The - Bedrock Racing (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",SLES-54473
"Flintstones, The - Bedrock Racing (Europe) (Pt,Pl)",SLES-54579
Flipnic - Ultimate Pinball (USA),SLUS-21157
Flipnic - Ultimate Pinball (USA) (Demo),SLUS-29149
Flipnic (Europe),SLES-52065
Flipnic (Japan),SCPS-15050
"Flow - Urban Dance Uprising (Europe) (En,Fr,De,Es,It)",SLES-53848
Flow - Urban Dance Uprising (USA),SLUS-21319
Flucht von Monkey Island (Germany),SLES-50227
Flying Circus - RC Copter Adventure Championship (Japan),SLPM-62096
Flying Circus - RC Copter Adventure Championship (Japan) (Propo-gata Controller Doukonban),SLPM-62095
"Football Generation (Europe) (En,Fr,De,Es,It) (v1.04)",SLES-51959
"Football Generation (Europe) (En,Fr,De,Es,It) (v2.00)",SLES-51959
Football Kingdom - Trial Edition (Japan),SLPS-20374
Football Manager Campionato 2002 (Italy),SLES-50549
Football Manager Campionato 2003 (Italy),SLES-51026
Football Manager Campionato 2004 (Italy),SLES-51460
Football Manager Campionato 2005 (Italy),SLES-52696
"Football Mania (Europe) (En,Fr,De,Es,It,Nl,Sv,Da)",SLES-50937
For Symphony - With All One's Heart (Japan),SLPS-25506
Forbidden Siren (Europe),SCES-51920
"Forbidden Siren (Europe) (En,Fr,De,Es,It) (Demo)",SCED-52260
Forbidden Siren (France),SCES-52327
Forbidden Siren (Germany),SCES-52328
Forbidden Siren (Italy),SCES-52329
Forbidden Siren (Spain),SCES-52330
"Forbidden Siren 2 (Europe) (En,Fr,De,Es,It)",SCES-53851
Ford Bold Moves Street Racing (USA),SLUS-21290
"Ford Mustang - The Legend Lives (Europe) (En,Fr,De,Es)",SLES-53296
Ford Mustang - The Legend Lives (USA),SLUS-21162
Ford Racing - Off Road (USA),SLUS-21696
"Ford Racing 2 (Europe) (En,Fr,De,Es,It)",SLES-51705
Ford Racing 2 (USA),SLUS-20788
"Ford Racing 3 (Europe, Australia) (En,Fr,De,Es,It)",SLES-52720
Ford Racing 3 (USA),SLUS-20976
"Ford Street Racing (Europe) (En,Fr,De,Es,It)",SLES-53639
Ford Street Racing XR Edition (Australia),SLES-54519
"Ford vs. Chevy (Europe, Australia) (En,Fr,De,Es,It)",SLES-53698
Ford vs. Chevy (USA),SLUS-21276
Forever Kingdom (USA),SLUS-20343
Forgotten Realms - Demon Stone (Europe) (Demo),SLED-52852
"Forgotten Realms - Demon Stone (Europe) (En,Fr,De,Es,It)",SLES-52669
Forgotten Realms - Demon Stone (Japan),SLPM-65927
Forgotten Realms - Demon Stone (USA),SLUS-20804
"Formula Challenge (Europe) (En,Fr,De,Es,It)",SLES-52403
Formula One 04 (China),SCCS-40019
Formula One 04 (Europe) (Beta) (2004-06-15),TCES-52042
"Formula One 04 (Europe) (En,Fr,De,Es,It,Fi) (Demo)",SCED-52687
"Formula One 04 (Europe) (En,Fr,De,Es,It,Fi) (v1.01)",SCES-52042
"Formula One 04 (Europe, Australia) (En,Fr,De,Es,It,Fi) (v2.02)",SCES-52042
Formula One 04 (Japan),SCPS-15083
Formula One 05 (Europe) (Beta) (2005-04-07),TCES-53033
Formula One 05 (Europe) (Demo 1),SCED-53448
"Formula One 05 (Europe) (En,Fr,De,Es,It) (Demo 2)",SCED-53447
"Formula One 05 (Europe, Australia) (En,Fr,De,Es,It,Pt,Fi)",SCES-53033
Formula One 05 (Japan),SCPS-15098
"Formula One 06 (Europe) (En,Fr,De,Es,It,Pt,Fi) (Beta) (2006-06-02)",SCES-53950
"Formula One 06 (Europe) (En,Fr,De,Es,It,Pt,Fi) (Beta) (2006-06-21)",SCES-53950
"Formula One 06 (Europe) (En,Fr,De,Es,It,Pt,Fi) (Demo)",SCED-54207
"Formula One 06 (Europe, Australia) (En,Fr,De,Es,It,Pt,Fi)",SCES-53950
Formula One 06 (Japan),SCPS-15117
Formula One 2001 (Europe) (Demo),SCED-50313
"Formula One 2001 (Europe) (En,Fr,De,Es,It,Fi) (v1.01)",SCES-50004
"Formula One 2001 (Europe, Australia) (En,Fr,De,Es,It,Fi) (v2.00)",SCES-50004
Formula One 2001 (Japan),SCPS-15019
Formula One 2001 (USA),SCUS-97150
"Formula One 2002 (Europe) (En,Fr,De,Es,It,Fi)",SCES-51004
Formula One 2002 (Japan),SCPS-15032
"Formula One 2003 (Europe) (En,Fr,De,Es,It,Fi)",SCES-51592
Formula Suzuki Hayabusa Time Attack (Japan),SLPM-68003
Forty 4 Party (Europe),SLES-53487
Fragments Blue (Japan),SLPM-66203
Fragrance Tale (Japan),SLPS-25494
"Frank Herbert's Dune (Europe) (En,Fr,De,Es,It)",SLES-50654
Frankie Dettori Racing (Australia),SLES-53314
"Franklin the Turtle - A Birthday Surprise (Europe) (En,Fr,De,Es,It,Nl,Pt,No,Da,Fi)",SLES-53903
Franklin the Turtle - A Birthday Surprise (USA),SLUS-21382
"Freak Out - Extreme Freeride (Europe) (En,Fr,De,Es,It)",SLES-54653
Freak Out (Europe),SLES-50310
Freaky Flyers (Europe),SLES-50713
Freaky Flyers (USA),SLUS-20284
Freaky Flyers (USA) (Demo),SLUS-29061
"Free Running (Europe) (En,Fr,De,Es,It)",SLES-54559
Freedom Fighters (Europe),SLES-51467
Freedom Fighters (France),SLES-51468
Freedom Fighters (Germany),SLES-51469
Freedom Fighters (Italy),SLES-51470
Freedom Fighters (Japan),SLPM-65548
Freedom Fighters (Japan),SLPM-65803
Freedom Fighters (Spain),SLES-51471
Freedom Fighters (USA),SLUS-20658
"Freekstyle (Europe) (En,Fr,De,Es,It)",SLES-50753
Freekstyle (Korea),SLPM-64517
Freekstyle Motocross (Japan),SLPM-62738
Freekstyle Motocross (Japan),SLPS-20231
